SampleID,Predator.Final,sex,Year,Month,Season,Location,SubSiteID,Complex,RegionCode,Estuary,Latitude,Longitude,Chinook,Chum,Coho,Pink,Sockeye,f
Pv16.B078,Harbour,MALE,2016,Jun,Summer,Norris,H0470,Norris-Heron_Rocks,SOG,Non-Estuary,49.48441,-124.64681,0,0,0,0,0,FALSE
Pv16.B079,Harbour,MALE,2016,Jun,Summer,Norris,H0470,Norris-Heron_Rocks,SOG,Non-Estuary,49.48441,-124.64681,0,0,0,0,0,FALSE
Pv16.B081,Harbour,FEMALE,2016,Jun,Summer,Norris,H0470,Norris-Heron_Rocks,SOG,Non-Estuary,49.48441,-124.64681,0,0,0,0,0,FALSE
Pv16.B082,Harbour,MALE,2016,Jun,Summer,Norris,H0470,Norris-Heron_Rocks,SOG,Non-Estuary,49.48441,-124.64681,0,0,0,0,0,FALSE
Pv16.B083,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B084,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B085,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B086,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B087,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B088,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B090,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B091,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B092,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B093,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B094,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B095,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B096,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B097,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B098,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B099,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.B100,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C001,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C002,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C003,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C004,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C005,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C008,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C009,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C010,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C011,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C012,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C013,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C014,Harbour,FEMALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C016,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C017,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C018,Harbour,MALE,2016,Jun,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C019,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C020,Harbour,FEMALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C021,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C022,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C023,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C024,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C025,Harbour,FEMALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C027,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C028,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C029,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C030,Harbour,MALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C031,Harbour,FEMALE,2016,Jun,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C032,Harbour,FEMALE,2016,May,Spring,Heron,H0203a,Norris-Heron_Rocks,SOG,Non-Estuary,49.48989,-124.65461,63.920376,0,0,0,0,FALSE
Pv16.C033,Harbour,MALE,2016,May,Spring,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,4.033264033,0,0,0,0,FALSE
Pv16.C034,Harbour,MALE,2016,Jul,Summer,Preedy,H0528a,Southeast_Preedy_Harbour_Reefs,SOG,Non-Estuary,48.96724,-123.67533,2.94777315,0,0,0,0,FALSE
Pv16.C035,Harbour,FEMALE,2016,Jul,Summer,Preedy,H0528a,Southeast_Preedy_Harbour_Reefs,SOG,Non-Estuary,48.96724,-123.67533,0,0,0,0,0,FALSE
Pv16.C036,Harbour,FEMALE,2016,Jul,Summer,Preedy,H0528a,Southeast_Preedy_Harbour_Reefs,SOG,Non-Estuary,48.96724,-123.67533,0,0,0,0,0,FALSE
Pv16.C037,Harbour,FEMALE,2016,Jul,Summer,Preedy,H0528a,Southeast_Preedy_Harbour_Reefs,SOG,Non-Estuary,48.96724,-123.67533,0,0,0,0,0,FALSE
Pv16.C039,Harbour,MALE,2016,Jul,Summer,North Reef,H0345,North_Reef,SOG,Estuary,48.91431,-123.62708,0,0,0,0,0,FALSE
Pv16.C040,Harbour,FEMALE,2016,Jul,Summer,Sandstone,H0046,Sandstone_Rocks,SOG,Estuary,48.92029,-123.62231,0,0,0,0,0,FALSE
Pv16.C041,Harbour,MALE,2016,Jul,Summer,Sandstone,H0046,Sandstone_Rocks,SOG,Estuary,48.92029,-123.62231,0,0,0,0,0,FALSE
Pv16.C042,Harbour,MALE,2016,Jul,Summer,Great Chain,H0004,Chain_Islets,SOG,Non-Estuary,48.4205078,-123.265279,76.85492019,0,0,0,23.14507981,FALSE
Pv16.C043,Harbour,FEMALE,2016,Jul,Summer,Great Chain,H0004,Chain_Islets,SOG,Non-Estuary,48.4205078,-123.265279,0,0,0,0,0,FALSE
Pv16.C044,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,0,FALSE
Pv16.C045,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,0,FALSE
Pv16.C046,Harbour,FEMALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,0,FALSE
Pv16.C047,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,48.75218914,0,0,0,0,FALSE
Pv16.C048,Harbour,FEMALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,0,FALSE
Pv16.C050,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,1.04175418,0,0,0,0,FALSE
Pv16.C051,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,6.754966887,FALSE
Pv16.C052,Harbour,MALE,2016,Jul,Summer,Mistaken,H0094,Northeast_Mistaken_Islet_Reefs,SOG,Non-Estuary,49.32738,-124.21987,0,0,0,0,0,FALSE
Pv16.C054,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C056,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C057,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C058,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C060,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C061,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C062,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C063,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C065,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C066,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C067,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C068,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C069,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.C070,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C071,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,37.04859028,0,0,FALSE
Pv16.C072,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C073,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C074,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,5.321920357,0,0,FALSE
Pv16.C076,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C077,Harbour,FEMALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C078,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C079,Harbour,MALE,2016,Jul,Summer,Yeo,H0092,East_Yeo_Islands_Islet,SOG,Non-Estuary,49.30609,-124.12689,0,0,0,0,0,FALSE
Pv16.C080,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C081,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C082,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,82.02409008,0,0,0,0,TRUE
Pv16.C083,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C084,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,2.271065185,0,43.81124586,TRUE
Pv16.C085,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,66.73553719,TRUE
Pv16.C086,Harbour,FEMALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C088,Harbour,MALE,2016,Jul,Summer,Belle Chain,H0069a,Belle_Chain,SOG,Belle Chain,48.83226,-123.19843,0,0,0,0,0,TRUE
Pv16.C090,Harbour,FEMALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C091,Harbour,MALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C092,Harbour,FEMALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C093,Harbour,MALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C094,Harbour,MALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C095,Harbour,MALE,2016,Jul,Summer,Flora,H0099,Flora_Islet,SOG,Non-Estuary,49.5155,-124.5721,0,0,0,0,0,FALSE
Pv16.C096,Harbour,MALE,2016,Jul,Summer,Subtle,H0519,Centre_Islet,SOG,Non-Estuary,50.1250804,-125.08974,0,0,0,0,0,FALSE
Pv16.C097,Harbour,MALE,2016,Jul,Summer,Subtle,H0519,Centre_Islet,SOG,Non-Estuary,50.1250804,-125.08974,0,0,0,0,0,FALSE
Pv16.C098,Harbour,MALE,2016,Jul,Summer,Subtle,H0519,Centre_Islet,SOG,Non-Estuary,50.1250804,-125.08974,0,0,0,0,0,FALSE
Pv16.C099,Harbour,MALE,2016,Jul,Summer,Subtle,H0519,Centre_Islet,SOG,Non-Estuary,50.1250804,-125.08974,0,0,0,0,0,FALSE
Pv16.D001,Harbour,FEMALE,2016,Jul,Summer,Subtle,H0519,Centre_Islet,SOG,Non-Estuary,50.1250804,-125.08974,0,0,0,0,0,FALSE
Pv16.D004,Harbour,FEMALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D005,Harbour,FEMALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D007,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D008,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D010,Harbour,FEMALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D011,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D012,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D013,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D014,Harbour,MALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D016,Harbour,FEMALE,2016,Jul,Summer,Sangster,H0095,NO,SOG,Non-Estuary,49.43002,-124.20511,0,0,0,0,0,FALSE
Pv16.D017,Harbour,MALE,2016,Jul,Summer,Sisters,H0251,Sisters_Islets,SOG,Non-Estuary,49.48658,-124.43722,0,0,0,0,0,FALSE
Pv16.D018,Harbour,MALE,2016,Jul,Summer,Sisters,H0251,Sisters_Islets,SOG,Non-Estuary,49.48658,-124.43722,0,0,0,0,0,FALSE
Pv16.D019,Harbour,MALE,2016,Jul,Summer,Sisters,H0251,Sisters_Islets,SOG,Non-Estuary,49.48658,-124.43722,0,0,0,0,0,FALSE
Pv16.D020,Harbour,MALE,2016,Jul,Summer,Sisters,H0251,Sisters_Islets,SOG,Non-Estuary,49.48658,-124.43722,0,0,0,0,0,FALSE
Pv16.D022,Harbour,MALE,2016,Jul,Summer,Sisters,H0251,Sisters_Islets,SOG,Non-Estuary,49.48658,-124.43722,0,0,0,0,0,FALSE
Pv16.D023,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,100,0,0,0,0,FALSE
Pv16.D024,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D027,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,92.59702513,0,0,0,FALSE
Pv16.D029,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D032,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D033,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D034,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D035,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D036,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D037,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D038,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D039,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D042,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D043,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D044,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D045,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D047,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D048,Harbour,MALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D049,Harbour,FEMALE,2016,Jul,Summer,Cowichan,H0175,Cowichan_Bay,SOG,Estuary,48.75616,-123.62233,0,0,0,0,0,FALSE
Pv16.D050,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D051,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D052,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D053,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D054,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D056,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D060,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D062,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D063,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D064,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D066,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D067,Harbour,FEMALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D068,Harbour,MALE,2016,Jul,Summer,Rebecca,H0111,Rebecca_Rock,SOG,Non-Estuary,49.81367,-124.65966,0,0,0,0,0,FALSE
Pv16.D070,Harbour,FEMALE,2016,Jul,Summer,Breton,H0520a,North_Breton_Islands,SOG,Non-Estuary,50.13007,-125.18523,0,0,0,0,0,FALSE
Pv16.D074,Harbour,MALE,2016,Jul,Summer,Breton,H0520a,North_Breton_Islands,SOG,Non-Estuary,50.13007,-125.18523,3.231939163,0,0,0,0,FALSE
Pv16.D075,Harbour,MALE,2016,Jul,Summer,Breton,H0520a,North_Breton_Islands,SOG,Non-Estuary,50.13007,-125.18523,0,0,0,0,0,FALSE
Pv16.D077,Harbour,FEMALE,2016,Jul,Summer,Breton,H0520a,North_Breton_Islands,SOG,Non-Estuary,50.13007,-125.18523,0,0,0,0,0,FALSE
Pv16.D081,Harbour,MALE,2016,Jul,Summer,Major,H0188,Major_Islet,SOG,Non-Estuary,49.9886,-124.8149,0,0,0,0,0,FALSE
Pv16.D082,Harbour,MALE,2016,Jul,Summer,Major,H0188,Major_Islet,SOG,Non-Estuary,49.9886,-124.8149,0,0,0,0,0,FALSE
Pv16.D084,Harbour,FEMALE,2016,Jul,Summer,Major,H0188,Major_Islet,SOG,Non-Estuary,49.9886,-124.8149,0,0,0,0,0,FALSE
