"sampleID","sex","Season","Location","SubSiteID","Estuary","Year","Complex","prey.name","sizeclass","count"
"Pv17.C077","FEMALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.SM.MED",1
"Pv17.C077","FEMALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HERRING","SIZE.SM.MED",1
"Pv17.C078","MALE?","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.SM.MED",1
"Pv17.C079","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.MED.LG",1
"Pv17.C079","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HERRING","SIZE.MED.LG",1
"Pv17.C080","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.MED.LG",1
"Pv17.C080","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HERRING","SIZE.MED.LG",1
"Pv17.C081","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HERRING","SIZE.MED.LG",2
"Pv17.C082","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.UNDET",1
"Pv17.C082","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HERRING","SIZE.SM.MED",1
"Pv17.C084","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.VLG",1
"Pv17.C085","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.MED.LG",1
"Pv17.C085","MALE","Spring","Flora","H0099","Non-Estuary",2017,"Flora_Islet","HAKE","SIZE.SM.MED",1
"Pv18.A002",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A002",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A003",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A003",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A003",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.VLG",1
"Pv18.A003",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A005",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.A006",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.A006",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",1
"Pv18.A006",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A007",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A007",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",2
"Pv18.A008",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",3
"Pv18.A008",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A009",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",1
"Pv18.A009",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",10
"Pv18.A010",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.MED",1
"Pv18.A011",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A011",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",3
"Pv18.A011",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A012",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",2
"Pv18.A012",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A015",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A016",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",9
"Pv18.A017",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A018",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",1
"Pv18.A018",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",3
"Pv18.A018",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",2
"Pv18.A019",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",2
"Pv18.A020",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",21
"Pv18.A021",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A022",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.A022",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",3
"Pv18.A022",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.VLG",6
"Pv18.A022",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",1
"Pv18.A022",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",9
"Pv18.A023","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A023","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",3
"Pv18.A024",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",3
"Pv18.A025",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",14
"Pv18.A026",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",10
"Pv18.A026",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",3
"Pv18.A026",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A027",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",6
"Pv18.A028","MALE?","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",2
"Pv18.A028","MALE?","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",2
"Pv18.A029","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",2
"Pv18.A029","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",28
"Pv18.A030",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",8
"Pv18.A030",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.A031","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.VLG",1
"Pv18.A032",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A032",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A033",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",2
"Pv18.A033",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",64
"Pv18.A034","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A034","MALE","Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",34
"Pv18.A035",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",11
"Pv18.A036",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",2
"Pv18.A037",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A038",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",51
"Pv18.A039",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",12
"Pv18.A039",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",1
"Pv18.A039",NA,"Spring","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A043",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A044",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",2
"Pv18.A045",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",2
"Pv18.A046",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A046",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",21
"Pv18.A047",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",6
"Pv18.A048",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A049",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A052",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",2
"Pv18.A052",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",4
"Pv18.A052",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.A053","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",2
"Pv18.A054",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A054",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A055","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",6
"Pv18.A057",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED.LG",1
"Pv18.A058","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A060",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",2
"Pv18.A060",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A062",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A062",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A064","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A065","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A067",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A067",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",13
"Pv18.A067",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",2
"Pv18.A068",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A069",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A070",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",11
"Pv18.A071",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A072",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A072",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.A073",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A073",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.A073",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.A073",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",14
"Pv18.A073",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.A074",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",8
"Pv18.A075",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",2
"Pv18.A076",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",2
"Pv18.A076",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.A077","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",25
"Pv18.A078",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A078",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A079",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A080","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A081",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",2
"Pv18.A081",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.A083",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",1
"Pv18.A083",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",16
"Pv18.A083",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A084",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",2
"Pv18.A085",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.A086",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",15
"Pv18.A088",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A088",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A089",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A089",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A090",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",42
"Pv18.A091",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.A094",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.A095",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A096",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.A096",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.A096",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.A096",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.A096",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM",1
"Pv18.A097",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",2
"Pv18.A097",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",8
"Pv18.A097",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A098","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.A098","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.A100",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",13
"Pv18.A100",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.A100",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",7
"Pv18.B001","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",3
"Pv18.B001","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",6
"Pv18.B002",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",5
"Pv18.B003",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.B003",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.B006",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",4
"Pv18.B007",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",20
"Pv18.B010","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B011","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B011","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.B013","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",6
"Pv18.B013","FEMALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",53
"Pv18.B014",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B014",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.B014",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.B015",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B015",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM",1
"Pv18.B015",NA,"Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",3
"Pv18.B016","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",3
"Pv18.B016","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",32
"Pv18.B016","MALE","Summer","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.B017",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B017",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.B018",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",5
"Pv18.B019",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B019",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.B020",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.B020",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",1
"Pv18.B020",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.MED",1
"Pv18.B020",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM",3
"Pv18.B020",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.B021",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.B022",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.B022",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",2
"Pv18.B022",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",2
"Pv18.B022",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",21
"Pv18.B025",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",6
"Pv18.B025",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",16
"Pv18.B026",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.B029",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.B030",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B031",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",11
"Pv18.B032","MALE","Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.B032","MALE","Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM",1
"Pv18.B034",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B036",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.B036",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B038",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",4
"Pv18.B039",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B041",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B043",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.LG",1
"Pv18.B043",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",1
"Pv18.B043",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",1
"Pv18.B045",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",25
"Pv18.B045",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.VSM",1
"Pv18.B046",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",7
"Pv18.B047",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED.LG",1
"Pv18.B047",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.SM.MED",1
"Pv18.B047",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",1
"Pv18.B047",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",1
"Pv18.B048",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM",1
"Pv18.B049",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",8
"Pv18.B050",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.VSM",2
"Pv18.B053",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B054",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B055",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.MED",1
"Pv18.B055",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM",8
"Pv18.B056",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HERRING","SIZE.SM.MED",17
"Pv18.B057",NA,"Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","SALMON","SIZE.SM.MED",1
"Pv18.B058","MALE","Fall","Cowichan","H0175","Estuary",2018,"Cowichan_Bay","HAKE","SIZE.MED",2
