"sampleID","sex","Season","Location","SubSiteID","Estuary","Year","Complex","prey.name","sizeclass","count"
"Pv16.D064","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.D065","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.D065","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.D066","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",2
"Pv16.D066","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.D066","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","SALMON","SIZE.VSM",1
"Pv16.D067","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.D067","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.D068","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.D068","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.D068","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.D068","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.VSM",1
"Pv16.D069",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.LG",1
"Pv16.D069",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",2
"Pv16.D069",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",2
"Pv16.D070","FEMALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",3
"Pv16.D071","FEMALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",3
"Pv16.D072","MALE?","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.LG",2
"Pv16.D072","MALE?","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",1
"Pv16.D072","MALE?","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","SALMON","SIZE.SM.MED",1
"Pv16.D073",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.LG",1
"Pv16.D073",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",1
"Pv16.D073",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",2
"Pv16.D074","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.LG",1
"Pv16.D074","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",3
"Pv16.D075","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.LG",1
"Pv16.D075","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",1
"Pv16.D075","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",1
"Pv16.D076","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",2
"Pv16.D076","MALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.VLG",1
"Pv16.D077","FEMALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",1
"Pv16.D077","FEMALE","Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.VLG",1
"Pv16.D078",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.MED.LG",3
"Pv16.D078",NA,"Summer","Breton","H0520a","Non-Estuary",2016,"North_Breton_Islands","HAKE","SIZE.SM.MED",1
"Pv16.D079","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",13
"Pv16.D080","MALE?","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.D080","MALE?","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",27
"Pv16.D080","MALE?","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HERRING","SIZE.MED.LG",1
"Pv16.D081","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.D081","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",8
"Pv16.D082","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.D082","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",1
"Pv16.D083",NA,"Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",10
"Pv16.D084","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",2
"Pv16.D084","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D085","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.D085","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D086","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.LG",1
"Pv16.D086","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",16
"Pv16.D087","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.LG",1
"Pv16.D087","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.D087","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",1
"Pv16.D088","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D088","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HERRING","SIZE.SM.MED",1
"Pv16.D089","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D090","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",3
"Pv16.D091","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D092",NA,"Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",1
"Pv16.D093","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.LG",1
"Pv16.D093","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",1
"Pv16.D094","MALE?","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.LG",2
"Pv16.D094","MALE?","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",4
"Pv16.D094","MALE?","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.VLG",1
"Pv16.D095","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.MED.LG",1
"Pv16.D095","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",2
"Pv16.D096","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.MED.LG",7
"Pv16.D096","MALE","Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",4
"Pv16.D097",NA,"Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.MED.LG",1
"Pv16.D097",NA,"Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",1
"Pv16.D097",NA,"Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.VLG",1
"Pv16.D098",NA,"Summer","Powell Its","H0120","Non-Estuary",2016,"Powell_Islets","HAKE","SIZE.SM.MED",1
"Pv16.D099","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",3
"Pv16.D099","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.SM.MED",1
"Pv16.D099","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.VLG",1
"Pv16.D100","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.SM.MED",2
"Pv16.D100","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.VLG",1
"Pv16.E001","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",1
"Pv16.E001","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.SM.MED",1
"Pv16.E001","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","SALMON","SIZE.VSM",2
"Pv16.E002",NA,"Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.SM.MED",1
"Pv16.E003","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.MED.LG",5
"Pv16.E004","FEMALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",1
"Pv16.E005","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",3
"Pv16.E005","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.SM.MED",15
"Pv16.E006","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",2
"Pv16.E006","MALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.MED.LG",2
"Pv16.E007","FEMALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",1
"Pv16.E007","FEMALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.MED.LG",2
"Pv16.E008","FEMALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.LG",1
"Pv16.E008","FEMALE","Summer","Mcrae","H0133","Estuary",2016,"McRae_Islet","HAKE","SIZE.MED.LG",1
"Pv16.E009","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.LG",1
"Pv16.E009","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",50
"Pv16.E010","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.SM.MED",1
"Pv16.E011","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HERRING","SIZE.MED.LG",2
"Pv16.E012","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",1
"Pv16.E012","FEMALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HERRING","SIZE.MED.LG",4
"Pv16.E013","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.LG",1
"Pv16.E013","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HAKE","SIZE.MED.LG",2
"Pv16.E013","MALE","Summer","Major","H0188","Non-Estuary",2016,"Major_Islet","HERRING","SIZE.MED.LG",2
"Pv16.E014","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.MED.LG",1
"Pv16.E015","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E015","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.SM",1
"Pv16.E015","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.SM.MED",1
"Pv16.E015","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.VSM",7
"Pv16.E018","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.MED.LG",3
"Pv16.E018","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM.MED",1
"Pv16.E019","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.VSM",1
"Pv16.E020","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E021","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.LG",1
"Pv16.E021","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",16
"Pv16.E022","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.MED.LG",6
"Pv16.E022","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E022","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.MED.LG",7
"Pv16.E022","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM.MED",18
"Pv16.E023","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.MED.LG",3
"Pv16.E023","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E024","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",1
"Pv16.E025","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E025","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM.MED",44
"Pv16.E026","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",16
"Pv16.E027","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",18
"Pv16.E028","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.VSM",1
"Pv16.E028","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.VSM",1
"Pv16.E029","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",103
"Pv16.E029","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.VSM",5
"Pv16.E031","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",4
"Pv16.E031","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.VSM",1
"Pv16.E031","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM",5
"Pv16.E031","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",1
"Pv16.E032","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",2
"Pv16.E032","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.MED.LG",2
"Pv16.E032","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",28
"Pv16.E033","FEMALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",15
"Pv16.E036","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E037","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.MED.LG",1
"Pv16.E037","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM.MED",2
"Pv16.E037","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",6
"Pv16.E038","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.LG",1
"Pv16.E038","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",2
"Pv16.E038","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.SM",1
"Pv16.E038","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HERRING","SIZE.VSM",3
"Pv16.E038","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","SALMON","SIZE.VSM",1
"Pv16.E039","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.MED.LG",1
"Pv16.E039","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",1
"Pv16.E040","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.LG",1
"Pv16.E040","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.SM.MED",2
"Pv16.E040","MALE","Summer","Belle Chain","H0069a","Belle Chain",2016,"Belle_Chain","HAKE","SIZE.VLG",1
"Pv16.E041","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E041","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E041","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E042","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",3
"Pv16.E043","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E043","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E043","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.MED.LG",1
"Pv16.E044",NA,"Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E044",NA,"Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E044",NA,"Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",2
"Pv16.E044",NA,"Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.MED.LG",1
"Pv16.E045","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E045","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E046","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E046","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",3
"Pv16.E047","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E048","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E048","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E049","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E049","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",2
"Pv16.E049","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",5
"Pv16.E050","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E050","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E050","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","SALMON","SIZE.MED.LG",1
"Pv16.E051","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E051","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E051","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","SALMON","SIZE.SM.MED",1
"Pv16.E052","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E053","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E053","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E053","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E053","MALE?","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.SM.MED",1
"Pv16.E054","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",2
"Pv16.E054","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",5
"Pv16.E054","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",2
"Pv16.E054","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E055","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E055","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E056","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E056","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E056","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E057","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E058","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E058","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",9
"Pv16.E058","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.MED.LG",1
"Pv16.E059","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.LG",1
"Pv16.E059","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E059","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E060","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E060","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",41
"Pv16.E060","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VSM",2
"Pv16.E060","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.SM.MED",1
"Pv16.E061","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.VLG",1
"Pv16.E061","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.SM",1
"Pv16.E062","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",2
"Pv16.E062","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",1
"Pv16.E062","FEMALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HERRING","SIZE.SM.MED",1
"Pv16.E063","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.MED.LG",1
"Pv16.E063","MALE","Summer","Rebecca","H0111","Non-Estuary",2016,"Rebecca_Rock","HAKE","SIZE.SM.MED",2
"Pv16.E064","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.MED.LG",2
"Pv16.E064","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.SM.MED",3
"Pv16.E064","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.VLG",1
"Pv16.E064","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HERRING","SIZE.VSM",1
"Pv16.E065","FEMALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.MED.LG",1
"Pv16.E065","FEMALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HERRING","SIZE.VSM",1
"Pv16.E066","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.MED.LG",1
"Pv16.E066","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.SM.MED",1
"Pv16.E067","MALE","Summer","Burial","H0499","Estuary",2016,"Burial_Islet","HAKE","SIZE.MED.LG",1
